CarIdx,TeamName,Stint Start Timestamp,Stint End Timestamp,Stint Start SessionTime,Stint End SessionTime,Stint Start Lap,Stint End Lap,"Stint Duration (Time, sec)",Stint Duration (min:sec),Stint Duration (Laps)
24,Fourchenault,2025-05-26T19:41:15.319200,2025-05-26T20:33:52.838045,3241.7666666820332,6399.30009765306,28,56,3157.518845,52:37,28
25,Jadato,2025-05-26T19:41:07.651714,2025-05-26T20:33:55.938439,3234.116666681936,6402.43343098635,28,56,3168.286725,52:48,28
21,Venat,2025-05-26T19:41:22.466069,2025-05-26T20:33:58.004828,3248.9166666821243,6404.500097652986,28,56,3155.538759,52:35,28
26,Liokki,2025-05-26T19:41:10.202309,2025-05-26T20:33:59.555861,3236.6500000153014,6406.033430986297,28,56,3169.353552,52:49,28
37,Yshtola Rhul,2025-05-26T19:41:19.902436,2025-05-26T20:34:01.122604,3246.350000015425,6407.600097652941,28,56,3161.220168,52:41,28
39,Graha,2025-05-26T19:41:26.070322,2025-05-26T20:34:11.873812,3252.5333333488365,6418.300097652787,28,56,3165.80349,52:45,28
40,Thancred Waters,2025-05-26T19:41:16.853162,2025-05-26T20:34:35.347872,3243.300000015386,6441.750097652451,28,56,3198.49471,53:18,28
23,Ameliance,2025-05-26T19:41:20.934989,2025-05-26T20:34:44.546943,3247.3833333487714,6450.983333333315,28,56,3203.611954,53:23,28
30,Hien,2025-05-26T19:41:24.002508,2025-05-26T20:35:05.405440,3250.4666666821436,6471.816471354066,28,56,3221.402932,53:41,28
13,Krile Maya Baldesion,2025-05-26T19:48:33.355679,2025-05-26T20:47:00.557490,3679.8000000209304,7187.149804684682,33,66,3507.201811,58:27,33
44,Minfilia,2025-05-26T19:59:01.955230,2025-05-26T20:48:19.864538,4308.433333356445,7266.316471350206,36,61,2957.909308,49:17,25
13,Krile Maya Baldesion,2025-05-26T20:47:33.282520,2025-05-26T20:48:28.583866,7219.749804684212,7275.049804683412,-1,67,55.301346,0:55,68
7,Hildibrand Manderville,2025-05-26T19:48:53.764693,2025-05-26T20:48:34.232567,3700.2166666878566,7280.633138016664,33,66,3580.467874,59:40,33
16,Cylva,2025-05-26T19:48:37.969556,2025-05-26T20:48:37.335012,3684.4333333543223,7283.716471349953,33,66,3599.365456,59:59,33
1,Celestia Astraethi,2025-05-26T19:48:47.634374,2025-05-26T20:48:37.868483,3694.083333354445,7284.299804683279,33,66,3590.234109,59:50,33
19,Gaius,2025-05-26T19:48:35.904210,2025-05-26T20:48:39.421946,3682.3666666876293,7285.733138016592,33,66,3603.517736,60:03,33
18,Magnai Oronir,2025-05-26T19:48:55.300459,2025-05-26T20:48:54.771272,3701.766666687876,7301.233138016373,33,66,3599.470813,59:59,33
17,Sadu Dotharl,2025-05-26T19:48:41.551020,2025-05-26T20:49:00.889417,3688.016666687701,7307.366471349617,33,66,3619.338397,60:19,33
2,Iryq,2025-05-26T19:49:04.971108,2025-05-26T20:49:05.515201,3711.300000021329,7311.983138016217,33,67,3600.544093,60:00,34
11,Livingway,2025-05-26T19:50:50.205648,2025-05-26T20:49:14.785951,3816.6666666893266,7321.266471349415,34,67,3504.580303,58:24,33
3,Alphinaud Leveilleur ,2025-05-26T19:48:58.348721,2025-05-26T20:49:15.304868,3704.8500000212475,7321.783138016074,33,66,3616.956147,60:16,33
4,Alisaie  Leveilleur ,2025-05-26T19:48:29.222781,2025-05-26T20:49:16.851672,3675.6666666875444,7323.316471349386,33,66,3647.628891,60:47,33
20,Zenos,2025-05-26T19:50:49.188346,2025-05-26T20:49:19.941844,3815.6833333559807,7326.4831380160085,34,67,3510.753498,58:30,33
12,Puddingway,2025-05-26T19:48:50.697652,2025-05-26T20:49:23.514295,3697.10000002115,7329.983138015958,33,66,3632.816643,60:32,33
11,Livingway,2025-05-26T20:49:53.073383,2025-05-26T20:50:07.970956,7359.61647134887,7374.449804681987,-1,68,14.897573,0:14,69
6,Urianger Augurelt,2025-05-26T19:50:36.967375,2025-05-26T20:50:30.888915,3803.433333355825,7397.349804681656,34,68,3593.92154,59:53,34
20,Zenos,2025-05-26T20:50:01.268860,2025-05-26T20:50:31.935923,7367.766471348751,7398.433138014973,-1,68,30.667063,0:30,69
9,Emet-Selch,2025-05-26T19:50:42.559062,2025-05-26T20:50:33.984634,3809.033333355896,7400.466471348277,34,67,3591.425572,59:51,33
10,Hythlodaeus,2025-05-26T19:50:39.517757,2025-05-26T20:50:36.556408,3805.933333355857,7402.866471348243,34,67,3597.038651,59:57,33
5,Moenbryda Wilfsunnwyn,2025-05-26T19:50:46.124147,2025-05-26T20:50:38.123002,3812.5166666892737,7404.28313801489,34,67,3591.998855,59:51,33
14,Erenville,2025-05-26T19:50:40.540071,2025-05-26T20:51:52.650699,3807.0333333558706,7479.116438801053,34,67,3672.110628,61:12,33
9,Emet-Selch,2025-05-26T20:50:45.793265,2025-05-26T21:01:13.814442,7412.066438802023,8040.2999348946705,68,73,628.021177,10:28,5
10,Hythlodaeus,2025-05-26T20:50:46.819452,2025-05-26T21:01:17.929642,7413.116438802008,8044.416601561277,68,73,631.11019,10:31,5
5,Moenbryda Wilfsunnwyn,2025-05-26T20:50:49.386271,2025-05-26T21:01:22.033314,7415.8997721353035,8048.499934894551,68,73,632.647043,10:32,5
20,Zenos,2025-05-26T20:51:02.633251,2025-05-26T21:01:31.803995,7429.16643880178,8058.249934894409,68,73,629.170744,10:29,5
42,Luna,2025-05-26T19:58:57.862416,2025-05-26T21:07:44.489979,4304.333333356504,8431.033268222338,36,72,4126.627563,68:46,36
54,Meteion,2025-05-26T19:59:13.188917,2025-05-26T21:08:59.144279,4319.633333356282,8505.616601554586,36,73,4185.955362,69:45,37
58,Lyse,2025-05-26T19:59:10.618283,2025-05-26T21:09:04.813696,4317.066666689652,8511.28326822117,36,72,4194.195413,69:54,36
51,Feo Ul,2025-05-26T19:58:51.215757,2025-05-26T21:09:09.462099,4297.683333356601,8515.933268221102,36,73,4218.246342,70:18,37
52,Bakool Ja Ja,2025-05-26T19:59:09.071115,2025-05-26T21:09:10.996630,4315.516666689675,8517.466601554414,36,72,4201.925515,70:01,36
45,Hoary Boulder,2025-05-26T19:59:02.973524,2025-05-26T21:09:19.711737,4309.43333335643,8526.183268220953,36,72,4216.738213,70:16,36
53,Koana,2025-05-26T19:59:23.385627,2025-05-26T21:09:27.415327,4329.833333356133,8533.883268220841,36,72,4204.0297,70:04,36
48,Nyelbert,2025-05-26T19:59:17.791538,2025-05-26T21:09:29.979356,4324.216666689548,8536.44993488747,36,72,4212.187818,70:12,36
43,Tataru,2025-05-26T19:59:12.167197,2025-05-26T21:09:40.764828,4318.600000022963,8547.249934887313,36,73,4228.597631,70:28,37
55,Hermes,2025-05-26T19:59:20.324208,2025-05-26T21:09:41.296776,4326.7833333561775,8547.783268220639,36,72,4220.972568,70:20,36
47,Branden,2025-05-26T19:59:01.438999,2025-05-26T21:09:59.815513,4307.916666689785,8566.28326822037,36,72,4258.376514,70:58,36
57,Julyan Manderville,2025-05-26T19:59:06.533001,2025-05-26T21:10:02.913490,4312.983333356378,8569.383268220325,36,72,4256.380489,70:56,36
42,Luna,2025-05-26T21:09:35.644791,2025-05-26T21:10:29.030591,8542.133268220721,8595.499934886611,-1,73,53.3858,0:53,74
41,Pele,2025-05-26T19:59:06.016151,2025-05-26T21:10:40.301770,4312.466666689719,8606.78326821978,36,72,4294.285619,71:34,36
46,Matoya,2025-05-26T19:58:56.833441,2025-05-26T21:11:01.237551,4303.300000023186,8627.66660155281,36,72,4324.40411,72:04,36
49,Cirina Mol,2025-05-26T19:59:16.780366,2025-05-26T21:11:09.918771,4323.233333356229,8636.449934886015,36,72,4313.138405,71:53,36
59,Papalymo,2025-05-26T20:01:05.470454,2025-05-26T21:11:37.457645,4431.916666687984,8663.899934885616,37,73,4231.987191,70:31,36
50,Yugiri,2025-05-26T20:01:03.924497,2025-05-26T21:12:54.629216,4430.366666688006,8741.099934884493,37,73,4310.704719,71:50,36
27,Ryne,2025-05-26T20:30:32.991794,2025-05-26T21:19:15.329769,6199.43343098929,9121.800325519911,56,83,2922.337975,48:42,27
32,Lamitt,2025-05-26T20:28:12.143360,2025-05-26T21:21:42.934787,6058.599934891776,9269.450325517762,54,82,3210.791427,53:30,28
33,Wuk Lamat,2025-05-26T20:30:25.323446,2025-05-26T21:21:54.148136,6191.7834309894015,9280.633658850933,55,82,3088.82469,51:28,27
25,Jadato,2025-05-26T20:34:08.290405,2025-05-26T21:22:46.764407,6414.716764319504,9333.233658850168,57,84,2918.474002,48:38,27
26,Liokki,2025-05-26T20:34:12.397809,2025-05-26T21:22:52.895900,6418.833430986113,9339.383658850078,57,84,2920.498091,48:40,27
39,Graha,2025-05-26T20:34:17.488002,2025-05-26T21:23:00.523634,6424.000097652704,9346.966992183301,57,84,2923.035632,48:43,27
38,Estinein,2025-05-26T20:30:42.191558,2025-05-26T21:23:18.330363,6208.683430989156,9364.816992183041,56,84,3156.138805,52:36,28
28,Gaia,2025-05-26T20:31:20.380715,2025-05-26T21:24:07.326708,6246.883430988609,9413.800325515662,56,84,3166.945993,52:46,28
34,Sphene,2025-05-26T20:31:15.807279,2025-05-26T21:24:16.576474,6242.25009765534,9423.050325515527,56,84,3180.769195,53:00,28
35,Greg,2025-05-26T20:33:21.037966,2025-05-26T21:26:25.415755,6367.516764320189,9551.883658846986,57,85,3184.377789,53:04,28
29,Gosetsu,2025-05-26T20:33:55.960050,2025-05-26T21:26:33.566609,6402.43343098635,9560.033658846867,57,85,3157.606559,52:37,28
31,Renda-Rae,2025-05-26T20:33:50.805015,2025-05-26T21:26:35.623617,6397.2667643197565,9562.083658846837,57,86,3164.818602,52:44,29
54,Meteion,2025-05-26T21:09:08.945799,2025-05-26T21:26:38.209503,8515.416601554443,9564.6836588468,73,81,1049.263704,17:29,8
24,Fourchenault,2025-05-26T20:34:08.802648,2025-05-26T21:26:40.761914,6415.250097652831,9567.233658846762,57,85,3151.959266,52:31,28
36,Enkidu,2025-05-26T20:33:41.092450,2025-05-26T21:26:42.313506,6387.533430986565,9568.78365884674,57,85,3181.221056,53:01,28
21,Venat,2025-05-26T20:34:13.914804,2025-05-26T21:26:58.643406,6420.450097652756,9585.133658846502,57,85,3164.728602,52:44,28
22,Elidibus,2025-05-26T20:33:56.468445,2025-05-26T21:27:00.725885,6402.950097653009,9587.216992179805,57,86,3184.25744,53:04,29
58,Lyse,2025-05-26T21:09:32.579401,2025-05-26T21:27:07.366552,8539.0666015541,9593.850325513042,73,81,1054.787151,17:34,8
37,Yshtola Rhul,2025-05-26T20:34:14.928368,2025-05-26T21:27:27.773840,6421.500097652741,9614.31699217941,57,85,3192.845472,53:12,28
40,Thancred Waters,2025-05-26T20:34:51.183210,2025-05-26T21:27:54.387197,6457.866666666549,9640.866992179024,57,85,3183.203987,53:03,28
23,Ameliance,2025-05-26T20:34:57.783734,2025-05-26T21:27:58.472326,6464.983333333112,9644.933658845632,57,85,3180.688592,53:00,28
30,Hien,2025-05-26T20:35:21.738475,2025-05-26T21:28:08.151720,6488.316471353836,9654.666992178823,57,85,3166.413245,52:46,28
8,Nashu Mhakaracca,2025-05-26T20:28:20.324605,2025-05-26T21:34:31.039309,6066.78326822499,10037.516145830985,55,90,3970.714704,66:10,35
13,Krile Maya Baldesion,2025-05-26T20:48:55.293304,2025-05-26T21:51:41.242682,7301.733138016366,11067.766145815993,67,102,3765.949378,62:45,35
1,Celestia Astraethi,2025-05-26T20:48:46.604639,2025-05-26T21:51:42.296396,7293.18313801649,11068.816145815978,67,102,3775.691757,62:55,35
7,Hildibrand Manderville,2025-05-26T20:49:02.441046,2025-05-26T21:51:43.841983,7308.916471349595,11070.349479149289,67,102,3761.400937,62:41,35
16,Cylva,2025-05-26T20:49:03.470229,2025-05-26T21:51:45.389087,7309.949804682913,11071.8828124826,67,102,3761.918858,62:41,35
17,Sadu Dotharl,2025-05-26T20:49:07.585884,2025-05-26T21:52:05.392821,7314.06647134952,11091.882812482309,67,102,3777.806937,62:57,35
2,Iryq,2025-05-26T20:49:16.851663,2025-05-26T21:52:17.180468,7323.316471349386,11103.616145815471,67,102,3780.328805,63:00,35
2,Iryq,2025-05-26T21:52:59.064193,2025-05-26T21:53:12.351242,11145.56614581486,11158.849479148,-1,103,13.287049,0:13,104
13,Krile Maya Baldesion,2025-05-26T21:52:22.270549,2025-05-26T21:53:21.098419,11108.782812482063,11167.599479147873,-1,103,58.82787,0:58,104
1,Celestia Astraethi,2025-05-26T21:52:25.322632,2025-05-26T21:53:23.154212,11111.816145815352,11169.649479147844,-1,102,57.83158,0:57,103
16,Cylva,2025-05-26T21:52:24.806064,2025-05-26T21:53:23.686033,11111.299479148693,11170.18281248117,-1,103,58.879969,0:58,104
7,Hildibrand Manderville,2025-05-26T21:52:28.386982,2025-05-26T21:53:26.789052,11114.882812481974,11173.232812481125,-1,103,58.40207,0:58,104
6,Urianger Augurelt,2025-05-26T20:50:40.192357,2025-05-26T21:53:50.744738,7406.1164713481985,11197.16614581411,68,103,3790.552381,63:10,35
18,Magnai Oronir,2025-05-26T20:49:04.485676,2025-05-26T21:54:02.444110,7310.966471349565,11208.932812480605,67,103,3897.958434,64:57,36
12,Puddingway,2025-05-26T20:49:51.549095,2025-05-26T21:54:03.494515,7358.1164713488915,11209.98281248059,67,103,3851.94542,64:11,36
4,Alisaie  Leveilleur ,2025-05-26T20:49:22.493799,2025-05-26T21:54:09.649030,7328.983138015972,11216.1328124805,67,102,3887.155231,64:47,35
11,Livingway,2025-05-26T20:50:41.220144,2025-05-26T21:54:38.290146,7407.083138014852,11244.782812480084,68,103,3837.070002,63:57,35
3,Alphinaud Leveilleur ,2025-05-26T20:49:25.570648,2025-05-26T21:54:40.855407,7332.049804682594,11247.349479146713,67,102,3915.284759,65:15,35
19,Gaius,2025-05-26T20:48:55.797938,2025-05-26T21:55:33.430232,7302.249804683025,11300.066145812612,67,103,3997.632294,66:37,36
14,Erenville,2025-05-26T20:52:20.151811,2025-05-26T21:56:23.500458,7506.616438800654,11349.999479145219,68,103,3843.348647,64:03,35
44,Minfilia,2025-05-26T20:48:26.534926,2025-05-26T21:58:35.706836,7272.999804683442,11482.199479143295,62,98,4209.17191,70:09,36
27,Ryne,2025-05-26T21:20:18.658831,2025-05-26T22:08:58.570841,9185.133658852323,12105.500065103919,84,111,2919.91201,48:39,27
33,Wuk Lamat,2025-05-26T21:22:07.395081,2025-05-26T22:11:40.786515,9293.750325517409,12266.766536458148,83,110,2973.391434,49:33,27
38,Estinein,2025-05-26T21:23:30.069885,2025-05-26T22:12:15.502385,9376.533658849537,12301.96705729148,85,112,2925.4325,48:45,27
25,Jadato,2025-05-26T21:23:49.960468,2025-05-26T22:12:52.820250,9396.433658849248,12339.866666666367,85,112,2942.859782,49:02,27
32,Lamitt,2025-05-26T21:21:57.220571,2025-05-26T22:15:11.147664,9283.700325517555,12477.64973958132,83,112,3193.927093,53:13,29
39,Graha,2025-05-26T21:24:03.741280,2025-05-26T22:16:48.849619,9410.21699218238,12575.316406246566,85,113,3165.108339,52:45,28
26,Liokki,2025-05-26T21:23:56.609575,2025-05-26T22:17:09.718109,9403.033658849152,12596.233072912928,85,113,3193.108534,53:13,28
34,Sphene,2025-05-26T21:24:33.010798,2025-05-26T22:17:25.529001,9439.483658848621,12612.016406246032,85,113,3172.518203,52:52,28
28,Gaia,2025-05-26T21:24:22.760961,2025-05-26T22:17:29.635505,9429.23365884877,12616.116406245972,85,113,3186.874544,53:06,28
52,Bakool Ja Ja,2025-05-26T21:09:18.178120,2025-05-26T22:17:58.658364,8524.649934887642,12645.933268228866,73,109,4120.480244,68:40,36
55,Hermes,2025-05-26T21:09:51.080711,2025-05-26T22:18:37.496780,8557.56660155383,12683.983007811938,73,109,4126.416069,68:46,36
43,Tataru,2025-05-26T21:09:46.462428,2025-05-26T22:18:38.032812,8552.94993488723,12684.516341145263,73,109,4131.570384,68:51,36
29,Gosetsu,2025-05-26T21:26:45.896727,2025-05-26T22:19:12.982168,9572.366992180021,12719.483007811421,86,114,3147.085441,52:27,28
35,Greg,2025-05-26T21:26:38.742230,2025-05-26T22:19:18.125398,9565.200325513459,12724.61634114468,86,114,3159.383168,52:39,28
36,Enkidu,2025-05-26T21:26:54.567098,2025-05-26T22:19:21.743789,9581.050325513228,12728.233007811294,86,114,3147.176691,52:27,28
51,Feo Ul,2025-05-26T21:09:14.595582,2025-05-26T22:19:23.809993,8521.066601554361,12730.29967447793,73,109,4209.214411,70:09,36
52,Bakool Ja Ja,2025-05-26T22:18:30.350532,2025-05-26T22:19:24.913101,12676.849674478708,12731.399674477914,-1,110,54.562569,0:54,111
21,Venat,2025-05-26T21:27:14.532467,2025-05-26T22:19:25.959677,9601.016992179604,12732.449674477899,86,114,3131.42721,52:11,28
31,Renda-Rae,2025-05-26T21:26:48.948014,2025-05-26T22:19:40.878071,9575.416992179977,12747.383007811015,86,114,3171.930057,52:51,28
24,Fourchenault,2025-05-26T21:26:55.593992,2025-05-26T22:19:50.127040,9582.083658846546,12756.63300781088,86,114,3174.533048,52:54,28
